sample_id	Observed	Shannon	Simpson	study	amplicon	flight	plant	compartment	light	treatment	soil_replicate	harvest	fruit_number	swab_location	fastq_r1	fastq_r2	description	read_depth
VEG-05-G-tomato-Blue-Swab-4_S42_L001	48	2.96620052533924	0.905243080918757	OSD-766	16S	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_16S-44-VEG-05-G-tomato-Blue-Swab-4_S42_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-44-VEG-05-G-tomato-Blue-Swab-4_S42_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-4	57
VEG-05-G-tomato-Blue-Swab-5_S43_L001	15	2.57505443700666	0.9140625	OSD-766	16S	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_16S-45-VEG-05-G-tomato-Blue-Swab-5_S43_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-45-VEG-05-G-tomato-Blue-Swab-5_S43_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-5	57
VEG-05-G-tomato-Blue-Swab-6_S44_L001	26	2.56018068929368	0.867092543388547	OSD-766	16S	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_16S-46-VEG-05-G-tomato-Blue-Swab-6_S44_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-46-VEG-05-G-tomato-Blue-Swab-6_S44_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-6	20
VEG-05-G-tomato-Blue-Swab-7_S45_L001	33	1.56547312462408	0.651141502352575	OSD-766	16S	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_16S-47-VEG-05-G-tomato-Blue-Swab-7_S45_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-47-VEG-05-G-tomato-Blue-Swab-7_S45_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-7	16
VEG-05-G-tomato-Blue-Swab-8_S46_L001	6	1.74786809746676	0.816326530612245	OSD-766	16S	Ground	NA	swab	Blue	Ground_Blue	NA	NA	NA	chamber	GLDS-672_Amplicon_16S-48-VEG-05-G-tomato-Blue-Swab-8_S46_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-48-VEG-05-G-tomato-Blue-Swab-8_S46_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Blue-Swab-8	44
VEG-05-G-tomato-Hrvst-1-Fruit-1_S55_L001	1	0	0	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	1	1		GLDS-672_Amplicon_16S-57-VEG-05-G-tomato-Hrvst-1-Fruit-1_S55_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-57-VEG-05-G-tomato-Hrvst-1-Fruit-1_S55_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-1	30421
VEG-05-G-tomato-Hrvst-1-Fruit-10_S63_L001	5	0.285218242616938	0.10445580715851	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	1	10		GLDS-672_Amplicon_16S-65-VEG-05-G-tomato-Hrvst-1-Fruit-10_S63_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-65-VEG-05-G-tomato-Hrvst-1-Fruit-10_S63_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-10	1771
VEG-05-G-tomato-Hrvst-1-Fruit-2_S56_L001	6	0.252430539690962	0.0861461351711175	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	1	2		GLDS-672_Amplicon_16S-58-VEG-05-G-tomato-Hrvst-1-Fruit-2_S56_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-58-VEG-05-G-tomato-Hrvst-1-Fruit-2_S56_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-2	30614
VEG-05-G-tomato-Hrvst-1-Fruit-3_S57_L001	4	0.237736010314165	0.0894674556213017	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	1	3		GLDS-672_Amplicon_16S-59-VEG-05-G-tomato-Hrvst-1-Fruit-3_S57_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-59-VEG-05-G-tomato-Hrvst-1-Fruit-3_S57_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-3	18305
VEG-05-G-tomato-Hrvst-1-Fruit-4_S58_L001	2	0.0847660757148099	0.0327777777777778	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	1	4		GLDS-672_Amplicon_16S-60-VEG-05-G-tomato-Hrvst-1-Fruit-4_S58_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-60-VEG-05-G-tomato-Hrvst-1-Fruit-4_S58_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-4	663
VEG-05-G-tomato-Hrvst-1-Fruit-5_S59_L001	4	0.246897140038036	0.0936524453694068	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	1	5		GLDS-672_Amplicon_16S-61-VEG-05-G-tomato-Hrvst-1-Fruit-5_S59_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-61-VEG-05-G-tomato-Hrvst-1-Fruit-5_S59_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-5	28495
VEG-05-G-tomato-Hrvst-1-Fruit-7_S60_L001	1	0	0	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	1	7		GLDS-672_Amplicon_16S-62-VEG-05-G-tomato-Hrvst-1-Fruit-7_S60_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-62-VEG-05-G-tomato-Hrvst-1-Fruit-7_S60_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-7	24512
VEG-05-G-tomato-Hrvst-1-Fruit-8_S61_L001	4	0.348780384918029	0.1425	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	1	8		GLDS-672_Amplicon_16S-63-VEG-05-G-tomato-Hrvst-1-Fruit-8_S61_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-63-VEG-05-G-tomato-Hrvst-1-Fruit-8_S61_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-8	26295
VEG-05-G-tomato-Hrvst-1-Fruit-9_S62_L001	2	0.098039113279732	0.0392000000000001	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	1	9		GLDS-672_Amplicon_16S-64-VEG-05-G-tomato-Hrvst-1-Fruit-9_S62_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-64-VEG-05-G-tomato-Hrvst-1-Fruit-9_S62_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-1-Fruit-9	12
VEG-05-G-tomato-Hrvst-2-Fruit-1_S64_L001	4	0.115540704891627	0.0377297253438273	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	2	1		GLDS-672_Amplicon_16S-66-VEG-05-G-tomato-Hrvst-2-Fruit-1_S64_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-66-VEG-05-G-tomato-Hrvst-2-Fruit-1_S64_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-1	8975
VEG-05-G-tomato-Hrvst-2-Fruit-10_S72_L001	3	0.0823421415435624	0.0273008323424495	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	2	10		GLDS-672_Amplicon_16S-74-VEG-05-G-tomato-Hrvst-2-Fruit-10_S72_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-74-VEG-05-G-tomato-Hrvst-2-Fruit-10_S72_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-10	9221
VEG-05-G-tomato-Hrvst-2-Fruit-11_S73_L001	3	0.287364304680956	0.12641975308642	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	2	11		GLDS-672_Amplicon_16S-75-VEG-05-G-tomato-Hrvst-2-Fruit-11_S73_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-75-VEG-05-G-tomato-Hrvst-2-Fruit-11_S73_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-11	15049
VEG-05-G-tomato-Hrvst-2-Fruit-12_S74_L001	4	0.245414409278608	0.0938825525497219	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	2	12		GLDS-672_Amplicon_16S-76-VEG-05-G-tomato-Hrvst-2-Fruit-12_S74_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-76-VEG-05-G-tomato-Hrvst-2-Fruit-12_S74_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-12	27450
VEG-05-G-tomato-Hrvst-2-Fruit-2_S65_L001	6	0.224454801328675	0.0765244136870434	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	2	2		GLDS-672_Amplicon_16S-67-VEG-05-G-tomato-Hrvst-2-Fruit-2_S65_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-67-VEG-05-G-tomato-Hrvst-2-Fruit-2_S65_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-2	33522
VEG-05-G-tomato-Hrvst-2-Fruit-3_S66_L001	4	0.0925096904907754	0.0293278463648835	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	2	3		GLDS-672_Amplicon_16S-68-VEG-05-G-tomato-Hrvst-2-Fruit-3_S66_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-68-VEG-05-G-tomato-Hrvst-2-Fruit-3_S66_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-3	28961
VEG-05-G-tomato-Hrvst-2-Fruit-4_S67_L001	4	0.355698010631699	0.145956607495069	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	2	4		GLDS-672_Amplicon_16S-69-VEG-05-G-tomato-Hrvst-2-Fruit-4_S67_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-69-VEG-05-G-tomato-Hrvst-2-Fruit-4_S67_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-4	217
VEG-05-G-tomato-Hrvst-2-Fruit-5_S68_L001	4	0.0848235169724647	0.0261988394884434	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	2	5		GLDS-672_Amplicon_16S-70-VEG-05-G-tomato-Hrvst-2-Fruit-5_S68_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-70-VEG-05-G-tomato-Hrvst-2-Fruit-5_S68_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-5	23010
VEG-05-G-tomato-Hrvst-2-Fruit-6_S69_L001	5	0.496572245715783	0.206447187928669	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	2	6		GLDS-672_Amplicon_16S-71-VEG-05-G-tomato-Hrvst-2-Fruit-6_S69_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-71-VEG-05-G-tomato-Hrvst-2-Fruit-6_S69_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-6	1730
VEG-05-G-tomato-Hrvst-2-Fruit-7_S70_L001	9	0.359084546335187	0.126719602653335	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	2	7		GLDS-672_Amplicon_16S-72-VEG-05-G-tomato-Hrvst-2-Fruit-7_S70_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-72-VEG-05-G-tomato-Hrvst-2-Fruit-7_S70_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-7	888
VEG-05-G-tomato-Hrvst-2-Fruit-9_S71_L001	3	0.139933117955955	0.0515927977839334	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	2	9		GLDS-672_Amplicon_16S-73-VEG-05-G-tomato-Hrvst-2-Fruit-9_S71_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-73-VEG-05-G-tomato-Hrvst-2-Fruit-9_S71_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-2-Fruit-9	32
VEG-05-G-tomato-Hrvst-3-Fruit-1_S75_L001	3	0.130281794200603	0.047321817390042	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	3	1		GLDS-672_Amplicon_16S-77-VEG-05-G-tomato-Hrvst-3-Fruit-1_S75_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-77-VEG-05-G-tomato-Hrvst-3-Fruit-1_S75_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-1	133
VEG-05-G-tomato-Hrvst-3-Fruit-10_S82_L001	10	0.471470724282415	0.161183431952663	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	3	10		GLDS-672_Amplicon_16S-84-VEG-05-G-tomato-Hrvst-3-Fruit-10_S82_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-84-VEG-05-G-tomato-Hrvst-3-Fruit-10_S82_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-10	1071
VEG-05-G-tomato-Hrvst-3-Fruit-11_S83_L001	24	1.57077560869446	0.559039792387543	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	3	11		GLDS-672_Amplicon_16S-85-VEG-05-G-tomato-Hrvst-3-Fruit-11_S83_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-85-VEG-05-G-tomato-Hrvst-3-Fruit-11_S83_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-11	7
VEG-05-G-tomato-Hrvst-3-Fruit-12_S84_L001	17	1.03550952782824	0.365072179467834	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	3	12		GLDS-672_Amplicon_16S-86-VEG-05-G-tomato-Hrvst-3-Fruit-12_S84_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-86-VEG-05-G-tomato-Hrvst-3-Fruit-12_S84_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-12	34791
VEG-05-G-tomato-Hrvst-3-Fruit-2_S76_L001	7	0.389045216438361	0.138481637392945	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	3	2		GLDS-672_Amplicon_16S-78-VEG-05-G-tomato-Hrvst-3-Fruit-2_S76_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-78-VEG-05-G-tomato-Hrvst-3-Fruit-2_S76_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-2	1
VEG-05-G-tomato-Hrvst-3-Fruit-3_S77_L001	3	0.236354147792377	0.102670828997572	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	3	3		GLDS-672_Amplicon_16S-79-VEG-05-G-tomato-Hrvst-3-Fruit-3_S77_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-79-VEG-05-G-tomato-Hrvst-3-Fruit-3_S77_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-3	808
VEG-05-G-tomato-Hrvst-3-Fruit-4_S78_L001	4	0.0627416623209248	0.0184042066758118	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	3	4		GLDS-672_Amplicon_16S-80-VEG-05-G-tomato-Hrvst-3-Fruit-4_S78_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-80-VEG-05-G-tomato-Hrvst-3-Fruit-4_S78_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-4	328
VEG-05-G-tomato-Hrvst-3-Fruit-5_S79_L001	4	0.22661066439807	0.0844360428481411	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	3	5		GLDS-672_Amplicon_16S-81-VEG-05-G-tomato-Hrvst-3-Fruit-5_S79_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-81-VEG-05-G-tomato-Hrvst-3-Fruit-5_S79_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-5	33
VEG-05-G-tomato-Hrvst-3-Fruit-7_S80_L001	5	0.191784675612883	0.0675530898853077	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	3	7		GLDS-672_Amplicon_16S-82-VEG-05-G-tomato-Hrvst-3-Fruit-7_S80_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-82-VEG-05-G-tomato-Hrvst-3-Fruit-7_S80_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-7	110
VEG-05-G-tomato-Hrvst-3-Fruit-8_S81_L001	3	0.225272506923884	0.0967248239975513	OSD-766	16S	Ground	NA	fruit	NA	Ground	NA	3	8		GLDS-672_Amplicon_16S-83-VEG-05-G-tomato-Hrvst-3-Fruit-8_S81_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-83-VEG-05-G-tomato-Hrvst-3-Fruit-8_S81_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Hrvst-3-Fruit-8	105
VEG-05-G-tomato-Red-Swab-2_S48_L001	1	0	0	OSD-766	16S	Ground	NA	swab	Red	Ground_Red	NA	NA	NA	chamber	GLDS-672_Amplicon_16S-50-VEG-05-G-tomato-Red-Swab-2_S48_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-50-VEG-05-G-tomato-Red-Swab-2_S48_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Red-Swab-2	1
VEG-05-G-tomato-Red-Swab-4_S50_L001	46	3.46352888104688	0.960279629448093	OSD-766	16S	Ground	NA	swab	Red	Ground_Red	NA	NA	NA	chamber	GLDS-672_Amplicon_16S-52-VEG-05-G-tomato-Red-Swab-4_S50_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-52-VEG-05-G-tomato-Red-Swab-4_S50_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Red-Swab-4	113
VEG-05-G-tomato-Red-Swab-5_S51_L001	23	2.6706659127877	0.907476948245092	OSD-766	16S	Ground	NA	swab	Red	Ground_Red	NA	NA	NA	chamber	GLDS-672_Amplicon_16S-53-VEG-05-G-tomato-Red-Swab-5_S51_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-53-VEG-05-G-tomato-Red-Swab-5_S51_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Red-Swab-5	65
VEG-05-G-tomato-Red-Swab-6_S52_L001	10	2.16218269923467	0.872359963269054	OSD-766	16S	Ground	NA	swab	Red	Ground_Red	NA	NA	NA	chamber	GLDS-672_Amplicon_16S-54-VEG-05-G-tomato-Red-Swab-6_S52_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-54-VEG-05-G-tomato-Red-Swab-6_S52_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Red-Swab-6	60
VEG-05-G-tomato-Red-Swab-7_S53_L001	24	2.93195297647406	0.937851239669422	OSD-766	16S	Ground	NA	swab	Red	Ground_Red	NA	NA	NA	chamber	GLDS-672_Amplicon_16S-55-VEG-05-G-tomato-Red-Swab-7_S53_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-55-VEG-05-G-tomato-Red-Swab-7_S53_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Red-Swab-7	62
VEG-05-G-tomato-Red-Swab-8_S54_L001	9	1.86284083282	0.811609977324263	OSD-766	16S	Ground	NA	swab	Red	Ground_Red	NA	NA	NA	chamber	GLDS-672_Amplicon_16S-56-VEG-05-G-tomato-Red-Swab-8_S54_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-56-VEG-05-G-tomato-Red-Swab-8_S54_L001_R2_raw.fastq.gz	VEG-05-G-tomato-Red-Swab-8	41
VEG-05-G-tomato-SN-01-root_S86_L001	115	3.50305713930803	0.940100900740616	OSD-766	16S	Ground	SN01	root	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_16S-88-VEG-05-G-tomato-SN-01-root_S86_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-88-VEG-05-G-tomato-SN-01-root_S86_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-01-root	40
VEG-05-G-tomato-SN-01-soil-1_S87_L001	141	3.52154881929747	0.940498815389816	OSD-766	16S	Ground	SN01	soil	NA	Ground	1	NA	NA		GLDS-672_Amplicon_16S-89-VEG-05-G-tomato-SN-01-soil-1_S87_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-89-VEG-05-G-tomato-SN-01-soil-1_S87_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-01-soil-1	50
VEG-05-G-tomato-SN-01-soil-2_S88_L001	138	3.31954633033524	0.921049757525519	OSD-766	16S	Ground	SN01	soil	NA	Ground	2	NA	NA		GLDS-672_Amplicon_16S-90-VEG-05-G-tomato-SN-01-soil-2_S88_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-90-VEG-05-G-tomato-SN-01-soil-2_S88_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-01-soil-2	74
VEG-05-G-tomato-SN-01-soil-3_S89_L001	145	3.38329700984051	0.931217032166731	OSD-766	16S	Ground	SN01	soil	NA	Ground	3	NA	NA		GLDS-672_Amplicon_16S-91-VEG-05-G-tomato-SN-01-soil-3_S89_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-91-VEG-05-G-tomato-SN-01-soil-3_S89_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-01-soil-3	157
VEG-05-G-tomato-SN-01-wick_S85_L001	95	2.32469056439229	0.796804911813663	OSD-766	16S	Ground	SN01	wick	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_16S-87-VEG-05-G-tomato-SN-01-wick_S85_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-87-VEG-05-G-tomato-SN-01-wick_S85_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-01-wick	255
VEG-05-G-tomato-SN-03-root_S91_L001	113	3.26578613109319	0.929195007366302	OSD-766	16S	Ground	SN03	root	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_16S-93-VEG-05-G-tomato-SN-03-root_S91_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-93-VEG-05-G-tomato-SN-03-root_S91_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-03-root	270
VEG-05-G-tomato-SN-03-soil-1_S92_L001	130	3.36126570664683	0.929330563121717	OSD-766	16S	Ground	SN03	soil	NA	Ground	1	NA	NA		GLDS-672_Amplicon_16S-94-VEG-05-G-tomato-SN-03-soil-1_S92_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-94-VEG-05-G-tomato-SN-03-soil-1_S92_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-03-soil-1	39
VEG-05-G-tomato-SN-03-soil-2_S93_L001	133	3.33871983311865	0.923802333050056	OSD-766	16S	Ground	SN03	soil	NA	Ground	2	NA	NA		GLDS-672_Amplicon_16S-95-VEG-05-G-tomato-SN-03-soil-2_S93_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-95-VEG-05-G-tomato-SN-03-soil-2_S93_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-03-soil-2	31055
VEG-05-G-tomato-SN-03-soil-3_S94_L001	139	3.40292718844292	0.936064991786602	OSD-766	16S	Ground	SN03	soil	NA	Ground	3	NA	NA		GLDS-672_Amplicon_16S-96-VEG-05-G-tomato-SN-03-soil-3_S94_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-96-VEG-05-G-tomato-SN-03-soil-3_S94_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-03-soil-3	227
VEG-05-G-tomato-SN-03-wick_S90_L001	83	2.04102305967651	0.757643008848608	OSD-766	16S	Ground	SN03	wick	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_16S-92-VEG-05-G-tomato-SN-03-wick_S90_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-92-VEG-05-G-tomato-SN-03-wick_S90_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-03-wick	54
VEG-05-G-tomato-SN-07-root_S96_L001	132	3.73665529422324	0.964696632282827	OSD-766	16S	Ground	SN07	root	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_16S-98-VEG-05-G-tomato-SN-07-root_S96_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-98-VEG-05-G-tomato-SN-07-root_S96_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-07-root	303
VEG-05-G-tomato-SN-07-soil-1_S97_L001	39	3.26354976765416	0.940952380952381	OSD-766	16S	Ground	SN07	soil	NA	Ground	1	NA	NA		GLDS-672_Amplicon_16S-99-VEG-05-G-tomato-SN-07-soil-1_S97_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-99-VEG-05-G-tomato-SN-07-soil-1_S97_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-07-soil-1	76
VEG-05-G-tomato-SN-07-soil-2_S98_L001	71	3.71426484990295	0.963836926081719	OSD-766	16S	Ground	SN07	soil	NA	Ground	2	NA	NA		GLDS-672_Amplicon_16S-100-VEG-05-G-tomato-SN-07-soil-2_S98_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-100-VEG-05-G-tomato-SN-07-soil-2_S98_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-07-soil-2	145
VEG-05-G-tomato-SN-07-soil-3_S99_L001	38	3.29829566032668	0.953510802469136	OSD-766	16S	Ground	SN07	soil	NA	Ground	3	NA	NA		GLDS-672_Amplicon_16S-101-VEG-05-G-tomato-SN-07-soil-3_S99_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-101-VEG-05-G-tomato-SN-07-soil-3_S99_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-07-soil-3	45
VEG-05-G-tomato-SN-07-wick_S95_L001	124	3.56115522309904	0.959504554955127	OSD-766	16S	Ground	SN07	wick	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_16S-97-VEG-05-G-tomato-SN-07-wick_S95_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-97-VEG-05-G-tomato-SN-07-wick_S95_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-07-wick	103
VEG-05-G-tomato-SN-10-root_S101_L001	117	3.46780680832527	0.944961569411719	OSD-766	16S	Ground	SN10	root	NA	Ground	NA	NA	NA		GLDS-672_Amplicon_16S-103-VEG-05-G-tomato-SN-10-root_S101_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-103-VEG-05-G-tomato-SN-10-root_S101_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-10-root	83
VEG-05-G-tomato-SN-10-soil-1_S102_L001	30	2.81835049899176	0.891663776159094	OSD-766	16S	Ground	SN10	soil	NA	Ground	1	NA	NA		GLDS-672_Amplicon_16S-104-VEG-05-G-tomato-SN-10-soil-1_S102_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-104-VEG-05-G-tomato-SN-10-soil-1_S102_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-10-soil-1	83
VEG-05-G-tomato-SN-10-soil-2_S103_L001	68	3.44662469316203	0.942368631820873	OSD-766	16S	Ground	SN10	soil	NA	Ground	2	NA	NA		GLDS-672_Amplicon_16S-105-VEG-05-G-tomato-SN-10-soil-2_S103_L001_R1_raw.fastq.gz	GLDS-672_Amplicon_16S-105-VEG-05-G-tomato-SN-10-soil-2_S103_L001_R2_raw.fastq.gz	VEG-05-G-tomato-SN-10-soil-2	93
